0.00.033.732 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.034.069 W srv  llama_server: -----------------
0.00.034.071 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.034.071 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.034.071 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.034.071 W srv  llama_server: -----------------
0.00.035.268 I srv    load_model: loading model '/mnt/raid0/llm/models/Qwen3.5-122B-A10B-MTP-GGUF/UD-Q4_K_M/Qwen3.5-122B-A10B-UD-Q4_K_M-00001-of-00003.gguf'
0.23.394.315 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.23.404.915 I srv  llama_server: model loaded
0.23.404.922 I srv  llama_server: listening on http://127.0.0.1:59159
0.24.436.890 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.52.964.108 I slot print_timing: id  0 | task 434 | n_decoded =    121, tg =   6.96 t/s, tg_3s =   6.88 t/s
1.56.014.955 I slot print_timing: id  0 | task 434 | n_decoded =    142, tg =   6.94 t/s, tg_3s =   6.88 t/s
1.59.068.672 I slot print_timing: id  0 | task 434 | n_decoded =    163, tg =   6.94 t/s, tg_3s =   6.88 t/s
2.02.124.310 I slot print_timing: id  0 | task 434 | n_decoded =    184, tg =   6.93 t/s, tg_3s =   6.87 t/s
2.03.431.514 I slot print_timing: id  0 | task 434 | prompt eval time =    2511.93 ms /   215 tokens (   11.68 ms per token,    85.59 tokens per second)
2.03.431.519 I slot print_timing: id  0 | task 434 |        eval time =   27864.48 ms /   193 tokens (  144.38 ms per token,     6.93 tokens per second)
2.03.431.520 I slot print_timing: id  0 | task 434 |       total time =   30376.41 ms /   408 tokens
2.03.431.522 I slot print_timing: id  0 | task 434 |    graphs reused =        608
2.03.431.558 I slot      release: id  0 | task 434 | stop processing: n_tokens = 407, truncated = 0
2.03.446.889 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1516748857665
2.03.617.538 I slot launch_slot_: id  0 | task 629 | processing task, is_child = 0
2.23.734.963 I slot print_timing: id  0 | task 629 | prompt processing, n_tokens =   2048, progress = 0.46, t =  20.12 s / 101.80 tokens per second
2.37.460.496 I slot print_timing: id  0 | task 629 | prompt processing, n_tokens =   3444, progress = 0.77, t =  33.84 s / 101.76 tokens per second
2.47.947.904 I slot print_timing: id  0 | task 629 | prompt processing, n_tokens =   4468, progress = 1.00, t =  44.33 s / 100.79 tokens per second
2.50.567.996 I slot print_timing: id  0 | task 629 | prompt eval time =   44696.10 ms /  4472 tokens (    9.99 ms per token,   100.05 tokens per second)
2.50.568.002 I slot print_timing: id  0 | task 629 |        eval time =    2254.33 ms /    16 tokens (  140.90 ms per token,     7.10 tokens per second)
2.50.568.002 I slot print_timing: id  0 | task 629 |       total time =   46950.43 ms /  4488 tokens
2.50.568.004 I slot print_timing: id  0 | task 629 |    graphs reused =        622
2.50.568.075 I slot      release: id  0 | task 629 | stop processing: n_tokens = 4487, truncated = 0
2.50.570.210 I srv    operator(): operator(): cleaning up before exit...
