0.00.036.443 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.036.825 W srv  llama_server: -----------------
0.00.036.827 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.036.827 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.036.827 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.036.827 W srv  llama_server: -----------------
0.00.038.042 I srv    load_model: loading model '/mnt/raid0/llm/models/Qwen3.5-122B-A10B-MTP-GGUF/UD-Q4_K_M/Qwen3.5-122B-A10B-UD-Q4_K_M-00001-of-00003.gguf'
0.29.687.567 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.29.687.786 W llama_sampler_backend_support: device 'ROCm0' does not have support for op TOP_K needed for sampler 'top-k'
0.29.774.024 I srv  llama_server: model loaded
0.29.774.032 I srv  llama_server: listening on http://127.0.0.1:56923
0.31.343.942 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.43.456.289 I slot      release: id  0 | task 181 | stop processing: n_tokens = 407, truncated = 0
1.43.475.563 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1517276949804
1.43.651.541 I slot launch_slot_: id  0 | task 248 | processing task, is_child = 0
2.04.819.141 I slot print_timing: id  0 | task 248 | prompt processing, n_tokens =   2048, progress = 0.23, t =  21.17 s / 96.75 tokens per second
2.26.500.313 I slot print_timing: id  0 | task 248 | prompt processing, n_tokens =   4096, progress = 0.46, t =  42.85 s / 95.59 tokens per second
2.49.485.544 I slot print_timing: id  0 | task 248 | prompt processing, n_tokens =   6144, progress = 0.69, t =  65.83 s / 93.33 tokens per second
3.08.329.768 I slot print_timing: id  0 | task 248 | prompt processing, n_tokens =   7866, progress = 0.88, t =  84.68 s / 92.89 tokens per second
3.20.422.829 I slot print_timing: id  0 | task 248 | prompt processing, n_tokens =   8890, progress = 1.00, t =  96.77 s / 91.87 tokens per second
3.22.880.263 I slot print_timing: id  0 | task 248 | prompt eval time =   97166.62 ms /  8894 tokens (   10.92 ms per token,    91.53 tokens per second)
3.22.880.268 I slot print_timing: id  0 | task 248 |        eval time =    2062.05 ms /    17 tokens (  121.30 ms per token,     8.24 tokens per second)
3.22.880.268 I slot print_timing: id  0 | task 248 |       total time =   99228.67 ms /  8911 tokens
3.22.880.269 I slot print_timing: id  0 | task 248 |    graphs reused =        232
3.22.880.272 I slot print_timing: id  0 | task 248 | draft acceptance = 1.00000 (   12 accepted /    12 generated), mean len =  3.00
3.22.880.418 I slot      release: id  0 | task 248 | stop processing: n_tokens = 8912, truncated = 0
3.22.882.116 I srv    operator(): operator(): cleaning up before exit...
